id,logFC,AveExpr,t,P.Value,adj.P.Val,B,TargetFullName,Target,EntrezGeneSymbol,Type
NACA.3854.24.1,-0.355956317081098,9.739650452458832,-1.049916243461553,3.2698039886275805e-05,0.9906416201278156,-5.853100440870612,Nascent polypeptide-associated complex subunit alpha,NACA,NACA,Protein
NRCAM.5109.24.3,-0.1806021701754957,12.314483104687602,-1.0495733768069324,0.0749181349129359,0.507581719914493,-5.85344940949018,Neuronal cell adhesion molecule,Nr-CAM,NRCAM,Protein
CAMK2B.3351.1.1,-0.0613048718544549,6.839314669912401,1.0482501343007806,0.9816016508366636,0.4693296903898483,-5.854795190805132,Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2B,CAMK2B,Protein
CD200.5112.73.3,0.123365210767676,9.349460386525704,-1.0472156290088983,0.5129692705050445,0.6381517372465259,-5.855846198384356,OX-2 membrane glycoprotein,OX2G,CD200,Protein
ADAMTS4.2809.25.2,0.1584861733240072,5.176975297224559,1.0442920724318678,0.1636468603227967,0.8940331766304698,-5.858811083468168,A disintegrin and metalloproteinase with thrombospondin motifs 4,ADAMTS-4,ADAMTS4,Protein
METAP2.3170.6.1,-0.0048214065479198,10.844148628111228,1.0439087317611075,0.0708794778697766,0.3278144058501575,-5.859199261601559,Methionine aminopeptidase 2,AMPM2,METAP2,Protein
APOB.2797.56.2,-0.0355772345796774,12.607915375575246,-1.0416482873432416,0.0258388187296158,0.5051724211501188,-5.861485488520452,Apolipoprotein B,Apo B,APOB,Protein
SET.5364.7.3,0.1026490295400525,7.130925700039279,-1.0413390605546275,0.0008525431553837574,0.028821181745545,-5.861797877613788,Protein SET,SET,SET,Protein
PTH.5954.62.3,-0.1074649523990202,8.030852576094095,1.0393287739595212,0.7892848261434974,0.5722584693520264,-5.863826581653592,Parathyroid hormone,PTH,PTH,Protein
IGHA1.IGHA2.11089.7.3,-0.3635721039125454,9.686199649346587,1.0379414483021436,0.2582160343977317,0.5336682406674931,-5.865224453004692,Immunoglobulin A,IgA,IGHA1 IGHA2,Protein
ING1.3888.8.1,-0.1227542772697333,9.012323641546576,-1.0375630815951684,0.0251523721624605,0.3288535107588582,-5.86560538901401,Inhibitor of growth protein 1,ING1,ING1,Protein
LGALS3BP.5000.52.1,1.1108332014893445,8.608419030341476,-1.0372003110916928,0.7974585552963276,0.1991640338239304,-5.865970499416775,Galectin-3-binding protein,LG3BP,LGALS3BP,Protein
AFM.4763.31.3,-0.1112943366624915,12.485253473924924,-1.0347530356372745,0.325524632546085,0.4002623768290431,-5.868430400674624,Afamin,Afamin,AFM,Protein
ECE1.3611.70.4,-0.3527859032309969,11.777777657821137,-1.034265810975835,0.2120708205833738,0.6175507922205634,-5.868919482034583,Endothelin-converting enzyme 1,Endothelin-converting enzyme 1,ECE1,Protein
EIF5.2612.5.2,-0.3722017099817147,8.267694462096248,1.0317741889579155,0.7744933620890504,0.028821181745545,-5.871417187696021,Eukaryotic translation initiation factor 5,eIF-5,EIF5,Protein
IL3RA.4490.65.2,-0.3119317765237146,7.191674549456813,1.0312950543267208,0.0061049307337188,0.739120469850096,-5.87189683787031,Interleukin-3 receptor subunit alpha,IL-3 Ra,IL3RA,Protein
MAPKAPK2.3820.68.2,0.6119754319604115,7.74204079416744,-1.029736262437137,0.3878030648893149,0.8439894462094103,-5.873455846332688,MAP kinase-activated protein kinase 2,MAPK2,MAPKAPK2,Protein
IL27.EBI3.2829.19.2,-0.4174572279722894,7.2761727901658,1.02964615966244,0.995086091965534,0.9548496056141558,-5.873545893304968,Interleukin-27,IL-27,IL27 EBI3,Protein
IL23R.5088.175.3,-0.0869598277576607,8.634947795072666,-1.0285219255935296,0.4346970091103199,0.2800478927553169,-5.874668803227077,Interleukin-23 receptor,IL-23 R,IL23R,Protein
CCDC80.3234.23.2,-0.0042688833020713,8.378491679378614,1.0243683722686432,0.5902893515250622,0.0018457232691547,-5.878807379370989,Coiled-coil domain-containing protein 80,URB,CCDC80,Protein
FRZB.2841.13.2,0.0346729109915048,8.811131724002863,1.0209500497914763,0.0425663402451941,0.9548496056141558,-5.882201462922836,Secreted frizzled-related protein 3,sFRP-3,FRZB,Protein
ROBO3.5117.14.3,0.4338732519926682,6.237904171667596,-1.0170585885596688,0.3553454315970129,0.735315037676685,-5.886052230174661,Roundabout homolog 3,ROBO3,ROBO3,Protein
ULBP3.2747.3.2,0.132403365275256,6.834362865983292,-1.013822188803133,0.8938183199478349,0.4203046286802492,-5.88924415658912,NKG2D ligand 3,ULBP-3,ULBP3,Protein
GDF11.12060.28.3,-0.0333816420479939,7.869573076208602,-1.0125790610430268,0.0621262222060002,0.7925700172546453,-5.890467634775762,Growth/differentiation factor 11,GDF-11,GDF11,Protein
RBM39.4284.18.3,-0.2240188578172827,6.226552991371198,-1.0107891211656292,0.1609508651632669,0.9748240697645202,-5.892226778423669,RNA-binding protein 39,RBM39,RBM39,Protein
SLAMF7.5487.7.3,-0.0340197617750898,13.617062845233624,1.0042500869715334,0.1837297920458549,0.5808013782441629,-5.89862818085047,SLAM family member 7,SLAF7,SLAMF7,Protein
AURKB.3346.72.2,-0.4583042093585099,7.047106202944912,-1.000734443420445,0.7454412186027827,0.5287364816126908,-5.902053510334676,Aurora kinase B,AURKB,AURKB,Protein
TNFRSF17.2665.26.2,-0.0620233795175881,10.242964792613645,0.9973017174397664,0.4976916981518431,0.8795313638529136,-5.905387034256954,Tumor necrosis factor receptor superfamily member 17,BCMA,TNFRSF17,Protein
TNFSF8.3421.54.2,-0.1880482312556891,8.563962519722244,-0.997123941344819,0.0222722373761195,0.612977817684972,-5.905559376209212,Tumor necrosis factor ligand superfamily member 8,CD30 Ligand,TNFSF8,Protein
IL36B.14149.9.3,-0.0057432773117028,6.755196421295611,0.9954459494102564,0.0372149236501131,0.6647061966111285,-5.907184637034233,Interleukin-36 beta,IL-1F8,IL36B,Protein
AURKA.3091.70.2,0.676021295366825,7.923476115197679,0.9952152739327664,0.0430571232391822,0.831673986495361,-5.907407859973968,Aurora kinase A,Aurora kinase A,AURKA,Protein
CTLA4.3022.4.2,-0.1313091078951734,4.417685998362959,0.9947724832286964,0.3228808833407289,0.408608168762498,-5.907836207368334,Cytotoxic T-lymphocyte protein 4,CTLA-4,CTLA4,Protein
UNC5D.5140.56.3,-0.0117696289797219,10.23943913252439,-0.9909210736130406,0.7237279973487707,0.7297217190400581,-5.9115543404863,Netrin receptor UNC5D,UNC5H4,UNC5D,Protein
HSPA1A.4124.24.2,0.0991507089287363,9.84505105584378,0.9903896194155152,0.6723288616050824,0.921141451511092,-5.912066326519913,Heat shock 70 kDa protein 1A,HSP 70,HSPA1A,Protein
ESAM.2981.9.3,-0.0884923472884094,8.556429558383241,0.9899975907279516,0.7159985815378104,0.2800478927553169,-5.912443826965472,Endothelial cell-selective adhesion molecule,ESAM,ESAM,Protein
IL6ST.2620.4.2,-0.3050358045212077,10.108521943773267,-0.9899638119932546,0.8132085460648151,0.5361693039479206,-5.912476347234851,Interleukin-6 receptor subunit beta,"gp130, soluble",IL6ST,Protein
STAT6.10372.18.3,0.3653815698435849,6.056150349871658,-0.9866216619374132,0.71490497674441,0.6660115374585877,-5.9156887603701325,Signal transducer and activator of transcription 6,STAT6,STAT6,Protein
TK1.4301.58.2,-0.3731269354220257,6.541035237483235,0.9826295939388898,0.4515620183075994,0.7297217190400581,-5.919512308574813,"Thymidine kinase, cytosolic",Thymidine kinase,TK1,Protein
IGF2R.3676.15.3,0.0028073613206504,12.996485249279944,0.9824757913684736,0.9523351182706348,0.9517028676553224,-5.919659323278816,Cation-independent mannose-6-phosphate receptor,IGF-II receptor,IGF2R,Protein
TNFSF12.5939.42.3,0.3745198407479188,8.130796957034939,-0.980607781311114,0.5470557817241342,0.8240036798884266,-5.921443141700872,Tumor necrosis factor ligand superfamily member 12,TWEAK,TNFSF12,Protein
IFNA2.3497.13.2,0.0496949585249755,4.805140203389593,-0.979715230938466,0.0001359155785128402,0.9309813749538688,-5.922294323058524,Interferon alpha-2,IFN-aA,IFNA2,Protein
TFPI.3336.50.1,0.0457106565882418,13.645402557600258,0.9791934985933104,0.6406935609150688,0.3657498211339242,-5.922791531594318,Tissue factor pathway inhibitor,TFPI,TFPI,Protein
ADGRG5.4551.72.3,0.0742527025158477,6.863829226385131,-0.9761063220687024,0.4672427982902442,0.5174518845022588,-5.92572843280909,Adhesion G-protein coupled receptor G5,GP114,ADGRG5,Protein
CD80.2603.61.2,0.129779639513942,7.013226800223664,-0.9759622521478368,0.5210369406850093,0.6180692411403195,-5.925865273994968,T-lymphocyte activation antigen CD80,B7,CD80,Protein
CFHR5.3666.17.4,0.2965589923630193,8.557712445274872,0.9758442278273808,0.7672718562387537,0.0918754154265405,-5.925977362080964,Complement factor H-related protein 5,complement factor H-related 5,CFHR5,Protein
PSME3.5204.13.3,0.0146315013170828,5.755026653424178,0.9758181047096696,0.0011794799554765,0.1492839014614201,-5.92600216954598,Proteasome activator complex subunit 3,PSME3,PSME3,Protein
JAM2.2997.8.1,0.1828590339781934,10.298637257005597,0.974811758951326,0.4222498787704767,0.0592346340103318,-5.926957350393428,Junctional adhesion molecule B,JAM-B,JAM2,Protein
FGF16.4393.3.1,0.1098779538242258,8.273583720481808,-0.9704756844424476,0.732670945930959,0.9525768827385446,-5.931062224899581,Fibroblast growth factor 16,FGF-16,FGF16,Protein
CCL1.2770.51.2,0.2043522373637407,8.6307918403523,0.9704272155058558,0.0139300641002036,0.6114878768447024,-5.931108010875694,C-C motif chemokine 1,I-309,CCL1,Protein
TNFRSF21.5404.53.3,0.094404500519446,10.242370443802445,-0.9661325004676932,0.2185829415913771,0.7825154007717503,-5.935156338106974,Tumor necrosis factor receptor superfamily member 21,DR6,TNFRSF21,Protein
PDGFRA.10366.11.3,0.2749184547299318,8.914272452192009,0.9647581811945682,0.3943151188009831,0.9093276460692572,-5.9364481956566655,Platelet-derived growth factor receptor alpha,PDGFRA,PDGFRA,Protein
CCL26.9168.31.3,0.3558635834958837,7.880044363793567,-0.964580397928998,0.362247262608685,0.6528584102581613,-5.93661518345279,C-C motif chemokine 26,Eotaxin-3,CCL26,Protein
CD27.5412.53.3,-0.2159115390409061,10.421134801479688,0.9630337491932148,0.2874700156544059,0.8578281080992507,-5.938066676848795,CD27 antigen,CD27,CD27,Protein
IL10.2773.50.2,-0.0550834172121547,5.363396348987205,0.9611392289898968,0.749463198898326,0.8031555357165496,-5.939841610937909,Interleukin-10,IL-10,IL10,Protein
C10orf54.14123.34.3,0.1108550411723482,6.482298042723073,-0.955592538338274,0.8746276558641763,0.9305732879017278,-5.945019001106397,Platelet receptor Gi24,GI24,C10orf54,Protein
JAK2.4998.50.2,0.1785562225216996,16.24426945063472,0.9542118162554808,0.5961283066831808,0.9621281449122384,-5.946303347222169,Tyrosine-protein kinase JAK2,JAK2,JAK2,Protein
CD63.9190.7.3,-0.0396222181930126,6.484150161599435,-0.9528940936503044,0.8801167835315064,0.9488253763530304,-5.94752743741799,CD63 antigen,CD63,CD63,Protein
HSPA8.5903.91.2,-0.0461385750592855,8.322974438134867,0.9514773971950786,0.3697377554396047,0.7909620808603248,-5.9488416665942045,Heat shock cognate 71 kDa protein,HSP70 protein 8,HSPA8,Protein
DSCAM.9175.48.3,-0.2610171211669146,7.679043525436006,0.9512341823021202,0.0132838587211352,0.9975038091404568,-5.949067102321562,Down syndrome cell adhesion molecule,DSCAM,DSCAM,Protein
STAB2.3399.31.2,-0.2649137752842998,7.418128449313815,-0.9488605917016824,0.3025267191226353,0.2252862647749507,-5.951264291406444,Stabilin-2,STAB2,STAB2,Protein
FCN2.3313.21.2,-0.0069850077166137,7.693301047633059,-0.9483019612713806,0.0589812795480513,0.9057358276787992,-5.951780642899804,Ficolin-2,FCN2,FCN2,Protein
CEBPB.10337.83.3,0.1486955976321144,7.0413070432388665,0.9472332246441544,0.0165744863979979,0.1991640338239304,-5.952767684462501,CCAAT/enhancer-binding protein beta,CEBPB,CEBPB,Protein
PLAUR.2652.15.1,0.0492006177434704,10.638216439752462,0.9465392584699808,0.4932832622074522,0.0655784463831593,-5.953408033795253,Urokinase plasminogen activator surface receptor,suPAR,PLAUR,Protein
UBC.6647.55.3,-0.0076952506229228,10.27178973387724,0.94645339350526,0.0289920271685999,0.1020522239101604,-5.953487233529163,PolyUbiquitin K63-linked,PolyUbiquitin K63,UBC,Protein
FLRT1.4547.59.2,0.0630554175187769,7.0499361555823725,0.944433663066336,0.2036934352622797,0.2008384280692075,-5.955348202837369,Leucine-rich repeat transmembrane protein FLRT1,FLRT1,FLRT1,Protein
ADAMTS15.4533.76.2,-0.2069140451144227,5.8696565461922345,-0.9402426804717062,0.1546728056542206,0.891106481237548,-5.959197627895732,A disintegrin and metalloproteinase with thrombospondin motifs 15,ATS15,ADAMTS15,Protein
GHRL.8447.11.3,0.0396672789427882,7.586326147085366,0.9349400470153112,0.1770351213303199,0.9784277000485888,-5.964044643415265,Appetite-regulating hormone,ghrelin,GHRL,Protein
SUMO3.9169.14.3,-0.1988526351505057,7.1282100368226,0.93333860813127,0.0064926023066677,0.0200620170680168,-5.965503326080415,Small ubiquitin-related modifier 3,SUMO3,SUMO3,Protein
SIGLEC1.4464.10.2,-0.0215105488366523,5.0372906030300415,-0.930357978525812,0.8941509660670577,0.4199295784565592,-5.968211883276949,Sialoadhesin,Sialoadhesin,SIGLEC1,Protein
PGLYRP1.3329.14.2,-0.0662344022386977,7.216072430838798,-0.9299499084650632,0.8021373932679806,0.3830832287319761,-5.968582059336191,Peptidoglycan recognition protein 1,PGRP-S,PGLYRP1,Protein
CCL23.3028.36.2,0.4194631128932795,13.187491817784895,0.929147348313338,0.3743220889363029,0.2192185789504682,-5.969309639056002,Ck-beta-8-1,Ck-b-8-1,CCL23,Protein
ARG1.5867.60.3,-0.0577613878548714,8.398114114970415,0.9260283775235568,0.3909761477849249,0.5814613011802955,-5.972131505235466,Arginase-1,ARGI1,ARG1,Protein
EPO.5813.58.3,0.2965775208926042,7.40224953291835,0.9246580091295058,0.0711771559715668,0.4609049438340059,-5.973368463398835,Erythropoietin,Epo,EPO,Protein
FGF2.3025.50.1,0.091017898172144,9.75203711345013,0.9237019100244054,0.3151466273050471,0.7220527835932079,-5.974230443946079,Fibroblast growth factor 2,bFGF,FGF2,Protein
AMN.4322.28.3,0.0556657943299532,4.943410284308415,-0.921469485473726,0.2777571955628428,0.9314109746642206,-5.976239782889394,Protein amnionless,AMNLS,AMN,Protein
DDC.3538.26.1,-0.1371117241448288,5.618511260931512,0.920085585573938,0.2999645264621132,0.7563875991990716,-5.977483051537521,Aromatic-L-amino-acid decarboxylase,dopa decarboxylase,DDC,Protein
TSLP.3010.53.2,0.1289039121680579,6.046814023918006,0.9190921312185744,0.0120938624152092,0.885979784244267,-5.978374447711292,Thymic stromal lymphopoietin,TSLP,TSLP,Protein
CTSG.2431.17.3,0.1106806207621645,8.515902336089411,-0.9178831089265748,0.6914544454613437,0.9946450107928482,-5.979458021665615,Cathepsin G,Cathepsin G,CTSG,Protein
JAG1.5092.51.3,0.7112632150627552,6.204048661956976,-0.9173367005263856,0.2027591251433384,0.8835221450190671,-5.979947286226471,Protein jagged-1,JAG1,JAG1,Protein
CFH.4159.130.1,-0.1362539531569791,14.810820164806476,-0.9167992857452052,0.0078396804502456,0.7563875991990716,-5.980428225396662,Complement factor H,Factor H,CFH,Protein
FGF23.3807.1.2,0.1600076196457796,6.966688679328193,-0.9147169792019796,0.1259109146489549,0.9799066357792526,-5.982289156514802,Fibroblast growth factor 23,FGF23,FGF23,Protein
SCT.3728.52.2,0.0295770021464587,5.335276709336349,0.9070373753630436,0.4276862893550598,0.1009164571645619,-5.989117248673671,Secretin,Secretin,SCT,Protein
ICAM1.4342.10.2,0.3798186081480595,9.313465591030264,0.9055706882203638,0.2612295143760187,0.261607111305933,-5.99041503085907,Intercellular adhesion molecule 1,sICAM-1,ICAM1,Protein
ISG15.14151.4.3,-0.0108594282847392,8.313554715969389,0.9045093391811952,0.8012965279140432,0.735315037676685,-5.991352897512575,Ubiquitin-like protein ISG15,UCRP,ISG15,Protein
NR3C1.2857.70.2,0.0266629884471731,4.256356945660592,-0.9009274130378788,0.300120294710048,0.5673006611910113,-5.994510294460889,Glucocorticoid receptor,Glucocorticoid receptor,NR3C1,Protein
PRTN3.3514.49.2,-0.1223687232456119,9.422377732996216,-0.8997932178107024,0.00016537945025352414,0.1833390328346806,-5.995507558785471,Myeloblastin,Proteinase-3,PRTN3,Protein
C6.4127.75.1,-0.0981785332572617,14.918536969185377,0.8982975050442903,0.2753061049235263,0.7563875991990716,-5.996820851169697,Complement component C6,C6,C6,Protein
CST4.3802.50.1,-0.1557210443132945,5.582396664711012,-0.897869559857592,0.0742879794245984,0.981688702570894,-5.997196217344346,Cystatin-S,Cystatin-S,CST4,Protein
CSNK2A1.CSNK2B.5225.50.3,0.0054095383678808,10.0878165183199,0.8949486623434338,0.6230303904587585,0.0091719565690203,-5.999753655852461,Casein kinase II 2-alpha:2-beta heterotetramer,CK2-A1:B,CSNK2A1 CSNK2B,Protein
CKB.3800.71.2,0.3513472160866122,7.241494437891686,0.8908219193616355,0.0989728172395851,0.885979784244267,-6.003353250953755,Creatine kinase B-type,CK-BB,CKB,Protein
BMP6.8459.10.3,0.0332781845852935,12.652963440411188,0.8845393166300001,0.0679091385551974,0.8633937372080992,-6.008802626678727,Bone morphogenetic protein 6,BMP-6,BMP6,Protein
HIF1A.13089.6.3,0.0110963684004043,6.378697472774395,0.8783984058043397,0.8660987134936075,0.0091719565690203,-6.0140932725971465,Hypoxia-inducible factor 1-alpha,HIF-1a,HIF1A,Protein
HBA1.HBB.4915.64.2,-0.0720463490989721,11.051064604819318,-0.8779479501857316,0.2589565251860041,0.6180692411403195,-6.01447996332343,Hemoglobin,Hemoglobin,HBA1 HBB,Protein
MSN.5009.11.1,0.1311003539997352,7.6890976750591475,0.8762049370444821,0.2838860963077745,0.507581719914493,-6.01597444449043,Moesin,Moesin,MSN,Protein
NRXN1.5110.84.3,-0.0088589787717646,6.374538414691916,-0.8755339258116337,0.2123768894666775,0.7924938094453813,-6.0165490163199,Neurexin-1-beta,NRX1B,NRXN1,Protein
ENTPD3.4436.1.2,0.0790784859491718,7.646856135935563,-0.8729865501532822,0.6159941756468907,0.7883713053919386,-6.0187264215291085,Ectonucleoside triphosphate diphosphohydrolase 3,ENTP3,ENTPD3,Protein
PLAU.4158.54.2,-0.0466459380347222,9.25144542791375,0.8726035545864186,0.5258800510231387,0.915779973023677,-6.019053264532409,Urokinase-type plasminogen activator,uPA,PLAU,Protein
S100A9.5339.49.3,0.0949359823850025,10.16382702960571,0.8671104546720452,0.0034655237209357,0.5825264606613415,-6.023725811741398,Protein S100-A9,calgranulin B,S100A9,Protein
IGFBP6.2686.67.2,0.1025320588189679,7.48606450450136,0.8664568484706197,0.1851873572955504,0.2008384280692075,-6.02427989226414,Insulin-like growth factor-binding protein 6,IGFBP-6,IGFBP6,Protein
TNF.5936.53.3,0.0989018748710226,6.504752106485305,0.8653115796483843,0.9661025169575924,0.5961503163877466,-6.025249799243881,Tumor necrosis factor,TNF-a,TNF,Protein
IL4.2906.55.3,-0.4664338666361599,6.5833222734561865,-0.8643771384422557,0.2490611296740379,0.2234594730588984,-6.026040245209659,Interleukin-4,IL-4,IL4,Protein
POMC.4890.10.1,0.2800597543374866,6.461131917303037,-0.8632691405979629,0.1622584670651953,0.057638709433794,-6.02697643747785,Corticotropin,ACTH,POMC,Protein
IMPDH1.5229.90.3,0.4046823769176305,7.646507266304604,-0.8609595059671753,0.3412300867197891,0.9748240697645202,-6.028924223599217,Inosine-5'-monophosphate dehydrogenase 1,IMDH1,IMPDH1,Protein
PDGFC.3828.54.2,-0.0733487375906401,6.530217477180268,0.8604134871284921,0.0843331014858114,0.028821181745545,-6.029383963613886,Platelet-derived growth factor C,PDGF-CC,PDGFC,Protein
GSTA3.4993.16.1,0.0333009862344341,5.599446146042289,0.8602503444578082,0.0419044612239197,0.92608487458068,-6.029521272890413,Glutathione S-transferase A3,GSTA3,GSTA3,Protein
S100A12.5852.6.3,-0.1509668623565645,7.690945843586784,0.8584764370225715,0.7145443880659312,0.885979784244267,-6.031012665721184,Protein S100-A12,S100A12,S100A12,Protein
IL16.2774.10.3,0.1292202281916129,5.959909125316037,0.8489339884029289,0.2957073844614256,0.9158680250241996,-6.038984466318923,Interleukin-16,IL-16,IL16,Protein
VWF.3050.7.2,-0.145602273852063,13.506016317558894,0.848045008397351,0.0458367106195596,0.9786087692838754,-6.03972274994798,von Willebrand factor,vWF,VWF,Protein
NANOG.2732.58.3,0.0159266808026574,4.942912345605849,-0.8446350418813517,0.0711433858012036,0.0310719363914272,-6.042547754063091,Homeobox protein NANOG,NANOG,NANOG,Protein
B2M.3485.28.2,-0.1016940275731898,8.251924580485873,0.841706223065856,0.4674241494154632,0.7889865356997936,-6.044965384498773,Beta-2-microglobulin,b2-Microglobulin,B2M,Protein
PDE1A.5253.1.2,-0.1371189467684858,8.581925869688398,-0.8405627100551495,0.3505332842417191,0.9957647199402592,-6.045907112627881,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",PDE1A,PDE1A,Protein
IL1R1.2991.9.2,-0.1643705481078228,10.677753013551335,0.8405290204747007,0.3576834010479361,0.4805876935188213,-6.045934838595961,Interleukin-1 receptor type 1,IL-1 sRI,IL1R1,Protein
TPM4.7660.21.3,0.6959510739009931,9.49742247257496,-0.8395811047152508,0.0301840649014427,0.8234989875529309,-6.0467145180787165,Tropomyosin alpha-4 chain,Tropomyosin 4,TPM4,Protein
EEF1B2.5882.34.2,-0.0009779534797360308,6.476199608374523,0.8389643056130085,0.9206776426367846,0.7869530237470066,-6.047221391637216,Elongation factor 1-beta,EF-1-beta,EEF1B2,Protein
TG.4165.2.1,0.2692379567460148,5.327012124119122,0.837493094003931,0.0536227439948612,0.974436866083672,-6.048428953504824,Thyroglobulin,Thyroglobulin,TG,Protein
TYRO3.2611.72.2,0.0377530305352114,7.622573979000476,-0.8318282020443649,0.4283990604427262,0.885979784244267,-6.053059558177689,Tyrosine-protein kinase receptor TYRO3,Dtk,TYRO3,Protein
PDCD1LG2.3004.67.2,-0.1420747967257545,10.231790890193931,-0.8306602959646399,0.2127533925730135,0.7563875991990716,-6.054010456965509,Programmed cell death 1 ligand 2,PD-L2,PDCD1LG2,Protein
MAP3K7.TAB1.5259.2.3,-0.0157015354605034,7.351416029223974,-0.8301799016574519,0.9222845125313855,0.7078370033360186,-6.054401215280602,Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion,TAK1-TAB1,MAP3K7 TAB1,Protein
CRYZL1.9207.60.3,0.077238013731163,7.985697529514683,-0.8279719811328388,0.417451738868958,0.6140554328972296,-6.056194355985683,Quinone oxidoreductase-like protein 1,QORL1,CRYZL1,Protein
AKR7A2.4188.1.2,0.2745781744655384,6.521775249422037,0.8263228277773943,0.00013506524995690172,0.9059038088136582,-6.057530690246456,Aflatoxin B1 aldehyde reductase member 2,Aflatoxin B1 aldehyde reductase,AKR7A2,Protein
SEMA3E.5363.51.3,0.0614027983201192,8.93660842597643,0.8248682778063418,0.5266856600194357,0.1892198965224256,-6.058707198193345,Semaphorin-3E,Semaphorin 3E,SEMA3E,Protein
MAPKAPK5.3821.28.1,0.0726129829253541,7.378243771127042,-0.8246178748098444,0.5469234211862438,0.2541969063400398,-6.058909533786767,MAP kinase-activated protein kinase 5,MAPK5,MAPKAPK5,Protein
POSTN.3457.57.1,-0.0810853116730381,9.52002198625918,0.8214404410055958,0.4526612363409443,0.1862804351277595,-6.061471871235159,Periostin,Periostin,POSTN,Protein
KLK14.3681.87.3,-0.1972170873426708,10.379204199893824,-0.8192038956275205,0.5949450604008157,0.5902101357774112,-6.063269727055241,Kallikrein-14,kallikrein 14,KLK14,Protein
PES1.4267.81.3,-0.1012098273546714,5.738594801311618,-0.8189488274586193,0.4415826426148113,0.9748240697645202,-6.063474463637992,Pescadillo homolog,PESC,PES1,Protein
EPHB2.5077.28.3,0.1516002687160653,11.109178675359276,0.8139602533259752,0.6691984052482801,0.5675545961865252,-6.06746627061434,Ephrin type-B receptor 2,EPHB2,EPHB2,Protein
PLG.4150.75.2,-0.1828289415244462,7.281741021207441,-0.813179347069026,0.1167370140362552,0.6528584102581613,-6.06808900913298,Plasmin,Plasmin,PLG,Protein
APCS.2474.54.5,-0.1026451724728607,13.35727127575557,0.8107241224853152,0.0162327719285212,0.9108788743784836,-6.070043177039404,Serum amyloid P-component,SAP,APCS,Protein
ALCAM.5451.1.3,-0.0936789716763469,11.190032561978214,-0.8080519564324519,0.2224356708284486,0.9133973979323466,-6.072163517582075,CD166 antigen,ALCAM,ALCAM,Protein
SERPING1.4479.14.2,0.174051437824705,10.899530449047049,0.8065279671757255,0.2976980553051443,0.4889621251793594,-6.073369757100696,Plasma protease C1 inhibitor,C1-Esterase Inhibitor,SERPING1,Protein
IFNG.14147.50.3,0.2912204998120674,7.47613086154475,-0.8011867986639045,0.0045065075914899,0.5982872225424195,-6.077579902914245,Interferon gamma,IFN-g,IFNG,Protein
C3.2754.50.2,-0.1995808468051791,13.130709261538884,-0.8010053586157699,0.1824892667306795,0.5808013782441629,-6.077722446485134,Complement C3,C3,C3,Protein
TNFRSF13C.5383.14.3,0.0291872527720012,8.386170833203625,0.7999565791820609,0.3495150728682475,0.53248913924382,-6.078545779832183,Tumor necrosis factor receptor superfamily member 13C,BAFF Receptor,TNFRSF13C,Protein
MAPK14.5007.1.1,-0.0376318773908019,6.889971154305144,-0.7999418055253921,0.8936702664234485,0.6956567111972474,-6.078557370278244,Mitogen-activated protein kinase 14,MAPK14,MAPK14,Protein
HFE2.3332.57.1,-0.0387506683947517,7.453226520195026,-0.7988170455076186,0.579366274574451,0.2230052488810569,-6.079439175033428,Hemojuvelin,RGM-C,HFE2,Protein
CA7.3356.50.1,0.0303045042630655,5.959887585693198,-0.7984072772333999,0.0445511789839025,0.0966779309505184,-6.079760132231668,Carbonic anhydrase 7,Carbonic anhydrase VII,CA7,Protein
ADAM9.3795.6.2,0.1368758838393864,8.93293762524693,-0.7952552953693613,0.5805626880075093,1.7454584994976695e-10,-6.082223638534148,Disintegrin and metalloproteinase domain-containing protein 9,ADAM 9,ADAM9,Protein
MAP2K1.2864.2.3,-0.1498221249418211,7.092604304710205,0.7919796295879716,0.2609704637837194,0.6765521321897491,-6.084773811888035,Dual specificity mitogen-activated protein kinase kinase 1,MEK1,MAP2K1,Protein
APOM.14125.5.3,0.0199744867026626,10.913915759022869,-0.7916401185934886,0.0404518728088279,0.408608168762498,-6.085037545027926,Apolipoprotein M,ApoM,APOM,Protein
GP6.3194.36.2,0.0075542739669018,8.57811134239846,-0.7912525770235824,0.0011105559014426,0.9215877108340272,-6.08533845456491,Platelet glycoprotein VI,GPVI,GP6,Protein
C5.2381.52.4,0.0303948213669549,11.12250895687775,0.7889950168632369,0.047675417291007,0.3874714556374543,-6.087088515943461,Complement C5,C5,C5,Protein
CD109.3290.50.2,-0.0942613909484166,9.994630911946205,-0.7885485523049106,0.641250973582938,0.8719096558618276,-6.087434041584906,CD109 antigen,CD109,CD109,Protein
FGF6.4130.71.1,0.0876581512962071,5.754611268959479,-0.7832584348747105,0.8997532316595538,0.7889865356997936,-6.091513713868964,Fibroblast growth factor 6,FGF-6,FGF6,Protein
CCL23.2913.1.2,0.0647181573210743,8.450687931158424,0.7829187544964394,0.0998472018646688,0.6166660960538792,-6.091774761643247,C-C motif chemokine 23,MPIF-1,CCL23,Protein
